geoid,st,cnty,state,county,All Renter Households,All Cost-Burdened Renter Households,% All Renter Households Cost-Burdened,All Severely Cost-Burdened Renter Households,% All Renter Households Severely Cost-Burdened,ELI Renter Households,ELI Cost-Burdened Renter Households,% ELI Renter Households Cost-Burdened,ELI Severely Cost-Burdened Renter Households,% ELI Renter Households Severely Cost-Burdened,VLI Renter Households,VLI Cost-Burdened Renter Households,% VLI Renter Households Cost-Burdened,VLI Severely Cost-Burdened Renter Households,% VLI Renter Households Severely Cost-Burdened,LI Renter Households,LI Cost-Burdened Renter Households,% LI Renter Households Cost-Burdened,LI Severely Cost-Burdened Renter Households,% LI Renter Households Severely Cost-Burdened,NLI Renter Households,NLI Cost-Burdened Renter Households,% NLI Renter Households Cost-Burdened,NLI Severely Cost-Burdened Renter Households,% NLI Renter Households Severely Cost-Burdened,Renter Households At or Below 30% HAMFI (ELI),Units Affordable At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable At or Below 30% HAMFI (ELI),Affordable Units per 100 Households At or Below 30% HAMFI (ELI),Affordable and Available Units At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable and Available At or Below 30% HAMFI (ELI),Affordable and Available Units per 100 Households At or Below 30% HAMFI (ELI),Renter Households At or Below 50% HAMFI (VLI),Units Affordable At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable At or Below 50% HAMFI (VLI),Affordable Units per 100 Households At or Below 50% HAMFI (VLI),Affordable and Available Units At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable and Available At or Below 50% HAMFI (VLI),Affordable and Available Units per 100 Households At or Below 50% HAMFI (VLI),Renter Households At or Below 80% HAMFI (LI),Units Affordable to LI Renter Households,Deficit or Surplus of Units Affordable to LI Renter Households,Units Affordable to LI Renter Households per 100 LI Renter Households,Units Affordable and Available to LI Renter Households,Deficit or Surplus of Units Affordable and Available to LI Renter Households,Units Affordable and Available to LI Renter Households per 100 LI Renter Households,FMR_0BR,FMR_1BR,FMR_2BR,FMR_3BR,FMR_4BR,state_clean,2020 Weighted RS Means Index,Ratio of State Costs to National Avg. of State Avgs.
0500000US01001,1,1,Alabama,Autauga County,5630,1739,0.308880995,1095,0.194493783,805,620,0.770186335,595,0.739130435,810,395,0.487654321,240,0.296296296,1075,625,0.581395349,185,0.172093023,2940,99,0.033673469,75,0.025510204,805,1080,275,1.341614907,295,-510,0.366459627,1615,2045,430,126.625387,1070,-545,66.25386997,2690,4365,1675,162.267658,2305,-385,85.68773234,860.0,870.0,1016.0,1304.0,1537.0,alabama,0.829,0.879
0500000US01003,1,3,Alabama,Baldwin County,19950,7730,0.387468672,3565,0.178696742,3865,3070,0.794307891,2545,0.65847348,3455,2055,0.594790159,790,0.228654124,4940,2165,0.438259109,215,0.043522267,7685,440,0.057254392,15,0.001951854,3865,5310,1445,1.373868047,2880,-985,0.745148771,7320,15840,8520,216.3934426,11850,4530,161.8852459,12260,30405,18145,248.0016313,24550,12290,200.2446982,1094.0,1200.0,1345.0,1692.0,2171.0,alabama,0.829,0.879
0500000US01005,1,5,Alabama,Barbour County,3435,1419,0.413100437,729,0.212227074,1130,815,0.721238938,590,0.522123894,805,435,0.540372671,135,0.167701863,690,169,0.244927536,4,0.005797101,810,0,0.0,0,0.0,1130,1160,30,1.026548673,645,-485,0.57079646,1935,2400,465,124.0310078,1510,-425,78.03617571,2625,3370,745,128.3809524,2650,25,100.952381,576.0,693.0,776.0,1017.0,1068.0,alabama,0.829,0.879
0500000US01007,1,7,Alabama,Bibb County,1505,580,0.38538206,330,0.219269103,695,470,0.676258993,270,0.388489209,275,110,0.4,60,0.218181818,185,0,0.0,0,0.0,350,0,0.0,0,0.0,695,665,-30,0.956834532,410,-285,0.589928058,970,1255,285,129.3814433,755,-215,77.83505155,1155,1455,300,125.974026,1110,-45,96.1038961,1024.0,1155.0,1266.0,1583.0,1801.0,alabama,0.829,0.879
0500000US01009,1,9,Alabama,Blount County,4435,1708,0.385118377,988,0.222773393,1615,1205,0.746130031,955,0.591331269,810,450,0.555555556,25,0.030864198,1235,49,0.039676113,4,0.003238866,775,4,0.00516129,4,0.00516129,1615,1970,355,1.219814241,1135,-480,0.702786378,2425,4235,1810,174.6391753,2545,120,104.9484536,3660,4675,1015,127.7322404,3925,265,107.2404372,1024.0,1155.0,1266.0,1583.0,1801.0,alabama,0.829,0.879
0500000US01011,1,11,Alabama,Bullock County,1200,600,0.5,310,0.258333333,490,310,0.632653061,225,0.459183673,375,290,0.773333333,85,0.226666667,165,0,0.0,0,0.0,170,0,0.0,0,0.0,490,650,160,1.326530612,355,-135,0.724489796,865,830,-35,95.95375723,580,-285,67.05202312,1030,1170,140,113.592233,990,-40,96.11650485,576.0,708.0,776.0,930.0,1302.0,alabama,0.829,0.879
0500000US01013,1,13,Alabama,Butler County,1805,714,0.395567867,404,0.223822715,430,305,0.709302326,265,0.61627907,500,310,0.62,135,0.27,235,79,0.336170213,4,0.017021277,635,20,0.031496063,0,0.0,430,785,355,1.825581395,385,-45,0.895348837,930,1370,440,147.311828,925,-5,99.46236559,1165,2045,880,175.5364807,1485,320,127.4678112,622.0,638.0,837.0,1004.0,1139.0,alabama,0.829,0.879
0500000US01015,1,15,Alabama,Calhoun County,12855,5234,0.407156748,2874,0.223570595,3495,2675,0.765379113,2160,0.618025751,2165,1320,0.609699769,590,0.272517321,2595,1000,0.385356455,120,0.046242775,4600,239,0.051956522,4,0.000869565,3495,2985,-510,0.854077253,1520,-1975,0.43490701,5660,7710,2050,136.2190813,4525,-1135,79.94699647,8255,12865,4610,155.8449425,8595,340,104.1187159,753.0,757.0,962.0,1300.0,1361.0,alabama,0.829,0.879
0500000US01017,1,17,Alabama,Chambers County,4035,1270,0.314745973,530,0.131350682,540,410,0.759259259,315,0.583333333,690,500,0.724637681,175,0.253623188,855,335,0.391812865,40,0.046783626,1950,25,0.012820513,0,0.0,540,715,175,1.324074074,315,-225,0.583333333,1230,1800,570,146.3414634,965,-265,78.45528455,2085,3635,1550,174.3405276,2075,-10,99.52038369,691.0,770.0,1002.0,1265.0,1327.0,alabama,0.829,0.879
0500000US01019,1,19,Alabama,Cherokee County,2085,655,0.314148681,260,0.12470024,425,230,0.541176471,195,0.458823529,415,320,0.771084337,45,0.108433735,470,105,0.223404255,20,0.042553191,775,0,0.0,0,0.0,425,745,320,1.752941176,305,-120,0.717647059,840,1510,670,179.7619048,760,-80,90.47619048,1310,2125,815,162.2137405,1425,115,108.778626,627.0,682.0,844.0,1012.0,1259.0,alabama,0.829,0.879
0500000US01021,1,21,Alabama,Chilton County,4340,1169,0.269354839,755,0.173963134,805,574,0.713043478,570,0.708074534,560,325,0.580357143,95,0.169642857,1070,250,0.23364486,90,0.08411215,1910,20,0.010471204,0,0.0,805,829,24,1.029813665,254,-551,0.31552795,1365,2414,1049,176.8498168,1109,-256,81.24542125,2435,4129,1694,169.5687885,2504,69,102.8336756,734.0,739.0,970.0,1274.0,1448.0,alabama,0.829,0.879
0500000US01023,1,23,Alabama,Choctaw County,870,204,0.234482759,124,0.142528736,320,150,0.46875,110,0.34375,75,35,0.466666667,10,0.133333333,255,19,0.074509804,4,0.015686275,215,0,0.0,0,0.0,320,415,95,1.296875,240,-80,0.75,395,625,230,158.2278481,345,-50,87.34177215,650,785,135,120.7692308,575,-75,88.46153846,578.0,616.0,778.0,1024.0,1179.0,alabama,0.829,0.879
0500000US01025,1,25,Alabama,Clarke County,2265,974,0.430022075,550,0.242825607,675,580,0.859259259,540,0.8,290,90,0.310344828,10,0.034482759,510,265,0.519607843,0,0.0,795,39,0.049056604,0,0.0,675,860,185,1.274074074,360,-315,0.533333333,965,1595,630,165.2849741,850,-115,88.08290155,1475,2230,755,151.1864407,1500,25,101.6949153,588.0,603.0,791.0,1034.0,1261.0,alabama,0.829,0.879
0500000US01027,1,27,Alabama,Clay County,1270,400,0.31496063,130,0.102362205,380,245,0.644736842,100,0.263157895,220,120,0.545454545,30,0.136363636,415,35,0.084337349,0,0.0,250,0,0.0,0,0.0,380,605,225,1.592105263,290,-90,0.763157895,600,1215,615,202.5,685,85,114.1666667,1015,1330,315,131.0344828,1089,74,107.2906404,576.0,591.0,776.0,1024.0,1027.0,alabama,0.829,0.879
0500000US01029,1,29,Alabama,Cleburne County,1275,439,0.344313725,190,0.149019608,365,200,0.547945205,170,0.465753425,195,100,0.512820513,20,0.102564103,335,120,0.358208955,0,0.0,385,19,0.049350649,0,0.0,365,460,95,1.260273973,270,-95,0.739726027,560,885,325,158.0357143,515,-45,91.96428571,895,1345,450,150.2793296,995,100,111.1731844,644.0,687.0,867.0,1082.0,1148.0,alabama,0.829,0.879
0500000US01031,1,31,Alabama,Coffee County,6325,1975,0.312252964,1185,0.187351779,1585,1215,0.766561514,1030,0.649842271,725,380,0.524137931,95,0.131034483,1545,295,0.190938511,60,0.038834951,2470,85,0.034412955,0,0.0,1585,1735,150,1.094637224,1000,-585,0.630914826,2310,4000,1690,173.1601732,2240,-70,96.96969697,3855,6225,2370,161.4785992,4265,410,110.6355383,693.0,711.0,933.0,1298.0,1383.0,alabama,0.829,0.879
0500000US01033,1,33,Alabama,Colbert County,6315,2685,0.425178147,1320,0.209026128,1635,1360,0.831804281,1030,0.629969419,1065,775,0.727699531,290,0.272300469,1580,450,0.284810127,0,0.0,2040,100,0.049019608,0,0.0,1635,1335,-300,0.816513761,765,-870,0.467889908,2700,3750,1050,138.8888889,2140,-560,79.25925926,4280,6400,2120,149.5327103,4470,190,104.4392523,698.0,775.0,1000.0,1242.0,1409.0,alabama,0.829,0.879
0500000US01035,1,35,Alabama,Conecuh County,900,199,0.221111111,104,0.115555556,175,160,0.914285714,100,0.571428571,120,19,0.158333333,4,0.033333333,340,10,0.029411765,0,0.0,260,10,0.038461538,0,0.0,175,430,255,2.457142857,230,55,1.314285714,295,825,530,279.6610169,400,105,135.5932203,635,1040,405,163.7795276,799,164,125.8267717,576.0,615.0,776.0,1079.0,1157.0,alabama,0.829,0.879
0500000US01037,1,37,Alabama,Coosa County,740,200,0.27027027,35,0.047297297,115,50,0.434782609,25,0.217391304,190,105,0.552631579,10,0.052631579,160,45,0.28125,0,0.0,275,0,0.0,0,0.0,115,295,180,2.565217391,85,-30,0.739130435,305,585,280,191.8032787,255,-50,83.60655738,465,724,259,155.6989247,462,-3,99.35483871,576.0,615.0,776.0,1079.0,1157.0,alabama,0.829,0.879
0500000US01039,1,39,Alabama,Covington County,3615,1680,0.46473029,1080,0.298755187,1210,965,0.797520661,940,0.776859504,660,440,0.666666667,140,0.212121212,775,265,0.341935484,0,0.0,975,10,0.01025641,0,0.0,1210,970,-240,0.801652893,445,-765,0.367768595,1870,2734,864,146.2032086,1699,-171,90.85561497,2645,3589,944,135.6899811,2734,89,103.3648393,576.0,591.0,776.0,999.0,1302.0,alabama,0.829,0.879
0500000US01041,1,41,Alabama,Crenshaw County,1160,329,0.28362069,235,0.202586207,305,230,0.754098361,190,0.62295082,185,80,0.432432432,45,0.243243243,140,15,0.107142857,0,0.0,530,4,0.00754717,0,0.0,305,405,100,1.327868852,150,-155,0.491803279,490,1050,560,214.2857143,475,-15,96.93877551,630,1204,574,191.1111111,704,74,111.7460317,588.0,591.0,776.0,930.0,1027.0,alabama,0.829,0.879
0500000US01043,1,43,Alabama,Cullman County,8370,3075,0.367383513,1475,0.176224612,1540,1325,0.86038961,1030,0.668831169,1435,920,0.641114983,380,0.264808362,1800,725,0.402777778,65,0.036111111,3595,105,0.029207232,0,0.0,1540,1550,10,1.006493506,500,-1040,0.324675325,2975,4140,1165,139.1596639,2010,-965,67.56302521,4775,7805,3030,163.4554974,4745,-30,99.37172775,666.0,670.0,879.0,1137.0,1381.0,alabama,0.829,0.879
0500000US01045,1,45,Alabama,Dale County,7855,3155,0.401654997,1665,0.2119669,1675,1425,0.850746269,1180,0.704477612,1395,1050,0.752688172,385,0.275985663,1545,565,0.365695793,100,0.064724919,3235,115,0.035548686,0,0.0,1675,1260,-415,0.752238806,620,-1055,0.370149254,3070,4410,1340,143.6482085,2675,-395,87.13355049,4615,7645,3030,165.6554713,5015,400,108.6673889,603.0,690.0,776.0,1079.0,1302.0,alabama,0.829,0.879
0500000US01047,1,47,Alabama,Dallas County,5645,2925,0.518157662,1585,0.280779451,1865,1455,0.780160858,1330,0.713136729,1330,930,0.69924812,245,0.184210526,880,280,0.318181818,10,0.011363636,1570,260,0.165605096,0,0.0,1865,1285,-580,0.689008043,710,-1155,0.380697051,3195,3305,110,103.4428795,2280,-915,71.36150235,4075,5475,1400,134.3558282,4020,-55,98.65030675,620.0,637.0,836.0,1103.0,1107.0,alabama,0.829,0.879
0500000US01049,1,49,Alabama,DeKalb County,6795,2384,0.35084621,1395,0.205298013,1465,1205,0.822525597,955,0.651877133,1775,770,0.433802817,365,0.205633803,1465,355,0.242320819,60,0.040955631,2095,54,0.025775656,15,0.007159905,1465,2015,550,1.375426621,725,-740,0.494880546,3240,4640,1400,143.2098765,2620,-620,80.86419753,4705,6780,2075,144.1020191,4795,90,101.9128587,576.0,591.0,776.0,992.0,1302.0,alabama,0.829,0.879
0500000US01051,1,51,Alabama,Elmore County,7705,3360,0.436080467,1660,0.215444517,1130,1040,0.920353982,960,0.849557522,1630,1320,0.809815951,650,0.398773006,1480,685,0.462837838,30,0.02027027,3470,315,0.090778098,20,0.005763689,1130,1550,420,1.371681416,415,-715,0.367256637,2760,3075,315,111.4130435,1465,-1295,53.07971014,4240,7275,3035,171.5801887,4545,305,107.1933962,860.0,870.0,1016.0,1304.0,1537.0,alabama,0.829,0.879
0500000US01053,1,53,Alabama,Escambia County,4295,1725,0.401629802,1060,0.246798603,1565,1110,0.709265176,990,0.632587859,450,255,0.566666667,50,0.111111111,960,350,0.364583333,20,0.020833333,1325,10,0.00754717,0,0.0,1565,1595,30,1.019169329,925,-640,0.591054313,2015,3305,1290,164.0198511,1930,-85,95.78163772,2975,4385,1410,147.394958,3115,140,104.7058824,576.0,675.0,776.0,972.0,1203.0,alabama,0.829,0.879
0500000US01055,1,55,Alabama,Etowah County,10335,4470,0.432510885,2460,0.238026125,2635,2145,0.814041746,1840,0.69829222,1830,1270,0.693989071,555,0.303278689,2340,925,0.395299145,65,0.027777778,3530,130,0.036827195,0,0.0,2635,2000,-635,0.759013283,1040,-1595,0.394686907,4465,5685,1220,127.3236282,3415,-1050,76.4837626,6805,10410,3605,152.9757531,7230,425,106.2454078,639.0,792.0,927.0,1124.0,1304.0,alabama,0.829,0.879
0500000US01057,1,57,Alabama,Fayette County,1550,514,0.331612903,259,0.167096774,435,359,0.825287356,244,0.56091954,245,120,0.489795918,15,0.06122449,400,35,0.0875,0,0.0,470,0,0.0,0,0.0,435,525,90,1.206896552,295,-140,0.67816092,680,1340,660,197.0588235,720,40,105.8823529,1080,1665,585,154.1666667,1195,115,110.6481481,576.0,671.0,776.0,1079.0,1157.0,alabama,0.829,0.879
0500000US01059,1,59,Alabama,Franklin County,3230,880,0.27244582,365,0.113003096,510,420,0.823529412,260,0.509803922,770,395,0.512987013,60,0.077922078,740,10,0.013513514,0,0.0,1215,55,0.04526749,45,0.037037037,510,1095,585,2.147058824,335,-175,0.656862745,1280,2735,1455,213.671875,1210,-70,94.53125,2020,3380,1360,167.3267327,2215,195,109.6534653,576.0,704.0,776.0,976.0,1071.0,alabama,0.829,0.879
0500000US01061,1,61,Alabama,Geneva County,2685,955,0.355679702,650,0.242085661,900,645,0.716666667,590,0.655555556,605,255,0.421487603,60,0.099173554,455,55,0.120879121,0,0.0,725,0,0.0,0,0.0,900,920,20,1.022222222,365,-535,0.405555556,1505,1965,460,130.5647841,1255,-250,83.38870432,1960,2725,765,139.0306122,2015,55,102.8061224,757.0,762.0,950.0,1288.0,1428.0,alabama,0.829,0.879
0500000US01063,1,63,Alabama,Greene County,875,369,0.421714286,189,0.216,440,260,0.590909091,175,0.397727273,195,70,0.358974359,10,0.051282051,110,39,0.354545455,4,0.036363636,125,0,0.0,0,0.0,440,455,15,1.034090909,265,-175,0.602272727,635,750,115,118.1102362,590,-45,92.91338583,745,855,110,114.7651007,745,0,100.0,863.0,869.0,1140.0,1367.0,1509.0,alabama,0.829,0.879
0500000US01065,1,65,Alabama,Hale County,1130,570,0.504424779,235,0.207964602,460,290,0.630434783,220,0.47826087,360,265,0.736111111,15,0.041666667,170,15,0.088235294,0,0.0,145,0,0.0,0,0.0,460,595,135,1.293478261,380,-80,0.826086957,820,995,175,121.3414634,760,-60,92.68292683,990,1095,105,110.6060606,960,-30,96.96969697,966.0,972.0,1169.0,1490.0,1548.0,alabama,0.829,0.879
0500000US01067,1,67,Alabama,Henry County,1015,360,0.354679803,210,0.206896552,360,260,0.722222222,210,0.583333333,190,70,0.368421053,0,0.0,160,30,0.1875,0,0.0,305,0,0.0,0,0.0,360,340,-20,0.944444444,220,-140,0.611111111,550,865,315,157.2727273,575,25,104.5454545,710,1080,370,152.1126761,815,105,114.7887324,665.0,669.0,878.0,1078.0,1217.0,alabama,0.829,0.879
0500000US01069,1,69,Alabama,Houston County,14170,5939,0.419124912,3229,0.227875794,3130,2695,0.861022364,2385,0.761980831,2130,1665,0.781690141,745,0.349765258,2970,1305,0.439393939,85,0.028619529,5935,274,0.046166807,14,0.002358888,3130,2170,-960,0.693290735,995,-2135,0.317891374,5260,6690,1430,127.1863118,3865,-1395,73.47908745,8230,14000,5770,170.109356,8835,605,107.3511543,757.0,762.0,950.0,1288.0,1428.0,alabama,0.829,0.879
0500000US01071,1,71,Alabama,Jackson County,4945,2019,0.408291203,934,0.188877654,1395,880,0.630824373,665,0.476702509,875,575,0.657142857,250,0.285714286,1315,560,0.425855513,15,0.011406844,1360,4,0.002941176,4,0.002941176,1395,1565,170,1.121863799,905,-490,0.64874552,2270,3265,995,143.8325991,1920,-350,84.5814978,3585,4895,1310,136.5411437,3605,20,100.5578801,576.0,643.0,776.0,1004.0,1234.0,alabama,0.829,0.879
0500000US01073,1,73,Alabama,Jefferson County,95395,45245,0.474291105,25320,0.265422716,26215,22475,0.857333588,19245,0.734121686,16990,12355,0.727192466,4890,0.287816363,19955,8300,0.415935856,995,0.04986219,32235,2115,0.065611913,190,0.005894214,26215,17420,-8795,0.664505054,10085,-16130,0.384703414,43205,45850,2645,106.1219766,29175,-14030,67.52690661,63160,87655,24495,138.7824573,63355,195,100.3087397,1024.0,1155.0,1266.0,1583.0,1801.0,alabama,0.829,0.879
0500000US01075,1,75,Alabama,Lamar County,1480,620,0.418918919,290,0.195945946,470,415,0.882978723,280,0.595744681,310,125,0.403225806,10,0.032258065,275,70,0.254545455,0,0.0,425,10,0.023529412,0,0.0,470,730,260,1.553191489,400,-70,0.85106383,780,1460,680,187.1794872,990,210,126.9230769,1055,1680,625,159.2417062,1290,235,122.2748815,618.0,636.0,776.0,1024.0,1040.0,alabama,0.829,0.879
0500000US01077,1,77,Alabama,Lauderdale County,12540,4663,0.37185008,2469,0.196889952,2900,2285,0.787931034,1925,0.663793103,2885,1645,0.570190641,525,0.181975737,2685,654,0.243575419,4,0.001489758,4070,79,0.019410319,15,0.003685504,2900,2820,-80,0.972413793,1265,-1635,0.436206897,5785,7910,2125,136.73293,4745,-1040,82.02247191,8470,12265,3795,144.8051948,8430,-40,99.52774498,698.0,775.0,1000.0,1242.0,1409.0,alabama,0.829,0.879
0500000US01079,1,79,Alabama,Lawrence County,2705,769,0.284288355,410,0.151571165,630,475,0.753968254,400,0.634920635,495,205,0.414141414,10,0.02020202,650,85,0.130769231,0,0.0,925,4,0.004324324,0,0.0,630,925,295,1.468253968,425,-205,0.674603175,1125,2390,1265,212.4444444,1090,-35,96.88888889,1775,2755,980,155.2112676,1830,55,103.0985915,755.0,776.0,961.0,1262.0,1550.0,alabama,0.829,0.879
0500000US01081,1,81,Alabama,Lee County,22685,12200,0.537800309,8605,0.379325546,8935,8185,0.916060436,7470,0.836038053,3420,2255,0.659356725,1065,0.311403509,3935,1555,0.395171537,50,0.01270648,6395,205,0.032056294,20,0.003127443,8935,4135,-4800,0.462786794,2450,-6485,0.274202574,12355,12100,-255,97.93605828,8230,-4125,66.61270741,16290,22430,6140,137.6918355,17115,825,105.0644567,847.0,1077.0,1181.0,1494.0,1699.0,alabama,0.829,0.879
0500000US01083,1,83,Alabama,Limestone County,8335,2760,0.331133773,1250,0.149970006,2315,1625,0.701943844,1125,0.485961123,1715,985,0.574344023,125,0.072886297,2045,110,0.053789731,0,0.0,2260,40,0.017699115,0,0.0,2315,2950,635,1.274298056,1525,-790,0.6587473,4030,7390,3360,183.3746898,4070,40,100.9925558,6075,8470,2395,139.4238683,6515,440,107.2427984,1030.0,1136.0,1310.0,1690.0,2109.0,alabama,0.829,0.879
0500000US01085,1,85,Alabama,Lowndes County,905,435,0.480662983,195,0.215469613,370,270,0.72972973,150,0.405405405,270,150,0.555555556,45,0.166666667,150,15,0.1,0,0.0,109,0,0.0,0,0.0,370,395,25,1.067567568,250,-120,0.675675676,640,770,130,120.3125,535,-105,83.59375,790,900,110,113.9240506,780,-10,98.73417722,860.0,870.0,1016.0,1304.0,1537.0,alabama,0.829,0.879
0500000US01087,1,87,Alabama,Macon County,2435,829,0.340451745,575,0.23613963,795,535,0.672955975,435,0.547169811,360,240,0.666666667,125,0.347222222,450,50,0.111111111,15,0.033333333,830,4,0.004819277,0,0.0,795,905,110,1.13836478,390,-405,0.490566038,1155,1715,560,148.4848485,920,-235,79.65367965,1605,2405,800,149.8442368,1620,15,100.9345794,720.0,758.0,995.0,1222.0,1501.0,alabama,0.829,0.879
0500000US01089,1,89,Alabama,Madison County,50950,20815,0.408537782,10670,0.209421001,12565,10850,0.863509749,8775,0.698368484,9290,6440,0.693218515,1640,0.176533907,11280,3030,0.268617021,180,0.015957447,17815,495,0.027785574,75,0.004209935,12565,8175,-4390,0.650616793,4645,-7920,0.369677676,21855,31435,9580,143.8343628,18350,-3505,83.96247998,33135,49950,16815,150.7469443,33885,750,102.2634676,1030.0,1136.0,1310.0,1690.0,2109.0,alabama,0.829,0.879
0500000US01091,1,91,Alabama,Marengo County,2105,995,0.472684086,395,0.187648456,615,435,0.707317073,350,0.569105691,575,390,0.67826087,45,0.07826087,325,130,0.4,0,0.0,590,40,0.06779661,0,0.0,615,605,-10,0.983739837,255,-360,0.414634146,1190,1540,350,129.4117647,1090,-100,91.59663866,1515,2075,560,136.9636964,1630,115,107.5907591,582.0,693.0,783.0,1018.0,1187.0,alabama,0.829,0.879
0500000US01093,1,93,Alabama,Marion County,2920,949,0.325,284,0.097260274,610,370,0.606557377,175,0.286885246,805,415,0.51552795,90,0.111801242,520,84,0.161538462,4,0.007692308,985,80,0.081218274,15,0.015228426,610,1110,500,1.819672131,640,30,1.049180328,1415,2665,1250,188.3392226,1655,240,116.9611307,1935,3325,1390,171.8346253,2400,465,124.0310078,535.0,591.0,776.0,1039.0,1302.0,alabama,0.829,0.879
0500000US01095,1,95,Alabama,Marshall County,8915,3580,0.401570387,1845,0.206954571,2210,1825,0.825791855,1610,0.728506787,1655,1025,0.619335347,205,0.123867069,1960,695,0.354591837,30,0.015306122,3095,35,0.011308562,0,0.0,2210,2060,-150,0.932126697,875,-1335,0.395927602,3865,5675,1810,146.8305304,3175,-690,82.14747736,5825,8900,3075,152.7896996,6025,200,103.4334764,588.0,591.0,776.0,1069.0,1073.0,alabama,0.829,0.879
0500000US01097,1,97,Alabama,Mobile County,57615,27839,0.483190141,16104,0.279510544,13770,12065,0.876180102,10795,0.783950617,9810,7290,0.743119266,4215,0.429663609,12360,6885,0.557038835,1020,0.082524272,21680,1599,0.073754613,74,0.003413284,13770,9685,-4085,0.703340595,3820,-9950,0.27741467,23580,19355,-4225,82.08227311,11800,-11780,50.04240882,35940,49985,14045,139.0790206,34580,-1360,96.21591541,854.0,919.0,1083.0,1414.0,1445.0,alabama,0.829,0.879
0500000US01099,1,99,Alabama,Monroe County,2020,720,0.356435644,395,0.195544554,720,385,0.534722222,340,0.472222222,375,160,0.426666667,40,0.106666667,360,150,0.416666667,15,0.041666667,565,25,0.044247788,0,0.0,720,1010,290,1.402777778,540,-180,0.75,1095,1915,820,174.8858447,1190,95,108.6757991,1455,2214,759,152.1649485,1649,194,113.3333333,576.0,619.0,776.0,1079.0,1254.0,alabama,0.829,0.879
0500000US01101,1,101,Alabama,Montgomery County,38145,18840,0.493904837,11170,0.292829991,9455,8750,0.925436277,7935,0.839238498,6685,5685,0.850411369,2730,0.408376963,6395,3540,0.553557467,385,0.060203284,15610,865,0.055413197,120,0.00768738,9455,3890,-5565,0.411422528,1850,-7605,0.19566367,16140,12150,-3990,75.27881041,8060,-8080,49.93804213,22535,33990,11455,150.8320391,23130,595,102.6403373,860.0,870.0,1016.0,1304.0,1537.0,alabama,0.829,0.879
0500000US01103,1,103,Alabama,Morgan County,13295,4845,0.364422715,2435,0.183151561,2810,2115,0.752669039,1545,0.549822064,2785,2150,0.771992819,705,0.253141831,3175,450,0.141732283,175,0.05511811,4520,130,0.028761062,10,0.002212389,2810,2945,135,1.048042705,1275,-1535,0.453736655,5595,8780,3185,156.9258266,4445,-1150,79.44593387,8770,13180,4410,150.2850627,8935,165,101.8814139,755.0,776.0,961.0,1262.0,1550.0,alabama,0.829,0.879
0500000US01105,1,105,Alabama,Perry County,775,255,0.329032258,120,0.15483871,220,165,0.75,85,0.386363636,160,65,0.40625,35,0.21875,160,25,0.15625,0,0.0,235,0,0.0,0,0.0,220,395,175,1.795454545,175,-45,0.795454545,380,635,255,167.1052632,340,-40,89.47368421,540,660,120,122.2222222,500,-40,92.59259259,596.0,636.0,803.0,963.0,1198.0,alabama,0.829,0.879
0500000US01107,1,107,Alabama,Pickens County,1660,604,0.363855422,310,0.186746988,465,315,0.677419355,210,0.451612903,505,225,0.445544554,80,0.158415842,210,60,0.285714286,20,0.095238095,480,4,0.008333333,0,0.0,465,685,220,1.47311828,310,-155,0.666666667,970,1385,415,142.7835052,910,-60,93.81443299,1180,1645,465,139.4067797,1175,-5,99.57627119,588.0,591.0,776.0,994.0,1290.0,alabama,0.829,0.879
0500000US01109,1,109,Alabama,Pike County,4405,2483,0.563677639,1635,0.371169126,1395,1325,0.949820789,1115,0.799283154,945,690,0.73015873,470,0.497354497,1030,460,0.446601942,50,0.048543689,1035,8,0.007729469,0,0.0,1395,1360,-35,0.974910394,700,-695,0.501792115,2340,2805,465,119.8717949,1955,-385,83.54700855,3370,4700,1330,139.4658754,3880,510,115.1335312,677.0,695.0,912.0,1093.0,1208.0,alabama,0.829,0.879
0500000US01111,1,111,Alabama,Randolph County,1740,745,0.42816092,500,0.287356322,680,590,0.867647059,455,0.669117647,200,90,0.45,45,0.225,295,45,0.152542373,0,0.0,570,20,0.035087719,0,0.0,680,665,-15,0.977941176,210,-470,0.308823529,880,1280,400,145.4545455,715,-165,81.25,1175,1665,490,141.7021277,1230,55,104.6808511,536.0,634.0,778.0,980.0,1126.0,alabama,0.829,0.879
0500000US01113,1,113,Alabama,Russell County,8800,4590,0.521590909,2565,0.291477273,2280,2135,0.936403509,1920,0.842105263,1545,1375,0.889967638,555,0.359223301,1730,900,0.520231214,45,0.026011561,3240,180,0.055555556,45,0.013888889,2280,1280,-1000,0.561403509,795,-1485,0.348684211,3825,3970,145,103.7908497,2765,-1060,72.2875817,5555,9160,3605,164.8964896,6640,1085,119.5319532,895.0,939.0,1088.0,1445.0,1703.0,alabama,0.829,0.879
